,BC5CDR_Terms,BC5CDR_Count,Search_Term,Content_Classification,duration_seconds,duration_seconds,comment_count,video_title,video_description,detected_language,is_live_broadcast,is_archived_live,live_actual_start_time,live_actual_end_time
Ju8Czbcc-iw,"['insomnia', 'anxiety']",2,Reiki,"Pseudocientífico
",,,,,,,False,False,,
iF-hJ28EJJQ,[],0,Reiki,"Pseudocientífico
",7444,7444,1221,"PODEROSA FRECUENCIA ESPIRITUAL 11:11 – AMOR, SANACIÓN, MILAGROS Y BENDICIONES SIN LÍMITES","PODEROSA FRECUENCIA ESPIRITUAL 11:11 – AMOR, SANACIÓN, MILAGROS Y BENDICIONES SIN LÍMITES

Liberando el poder del 11:11: amor, sanación, milagros y bendiciones sin límite

En el ámbito de la espiritualidad y la numerología, la secuencia 11:11 tiene un profundo significado y a menudo se considera un poderoso portal de energía y manifestación divina. Se cree que esta secuencia sagrada está imbuida del potencial de desbloquear amor, sanación, milagros y bendiciones sin límite. Profundicemos en la profundidad del significado detrás del 11:11 y exploremos cómo puede influir en nuestras vidas.

Comprendiendo la Esencia de 11:11:

Sincronicidad Divina:

11:11 se interpreta comúnmente como un signo de sincronicidad divina, que simboliza la alineación de las energías espirituales y las fuerzas cósmicas. Se cree que encontrar esta secuencia es un suave empujón del universo, que nos recuerda nuestra interconexión y nos guía a lo largo de nuestro camino espiritual.
Puerta de entrada al despertar espiritual:

Muchas tradiciones espirituales consideran el 11:11 como una puerta de entrada a una conciencia superior y al despertar espiritual. Significa una oportunidad para una profunda transformación y crecimiento interior, invitándonos a expandir nuestra conciencia y conectarnos con las verdades más profundas de la existencia.
Manifestación y Abundancia:

La aparición repetida del 11:11 a menudo se interpreta como un mensaje del universo para centrar nuestros pensamientos e intenciones en lo que deseamos manifestar. Nos anima a alinearnos con la frecuencia de la abundancia y confiar en las infinitas posibilidades disponibles para nosotros.
Abrazando los regalos de 11:11:

Amor y conexión:

En esencia, 11:11 simboliza el amor y la unidad, recordándonos el poder del amor para sanar y transformar. Cuando nos sintonizamos con la energía del 11:11, abrimos nuestro corazón para recibir y dar amor incondicional, fomentando conexiones más profundas con nosotros mismos y con los demás.
Sanación y Plenitud:

La energía del 11:11 a menudo se asocia con la curación en todos los niveles: físico, emocional, mental y espiritual. Sirve como catalizador para una profunda curación y restauración interior, permitiéndonos liberar heridas del pasado y abrazar un estado de plenitud y bienestar.
Milagros y Bendiciones:

11:11 se considera un presagio de milagros y bendiciones, lo que significa la presencia de la gracia divina y la intervención en nuestras vidas. Cuando nos alineamos con la frecuencia del 11:11, nos abrimos a recibir bendiciones inesperadas y oportunidades milagrosas, sabiendo que contamos con el apoyo del amoroso abrazo del universo.

En esencia, 11:11 representa un potente recordatorio de nuestra conexión inherente con lo divino y el potencial ilimitado que reside dentro de nosotros. Al abrazar la energía del 11:11 y alinear nuestra conciencia con su frecuencia, podemos desbloquear el poder del amor, la sanación, los milagros y las bendiciones sin límite. A medida que avanzamos, que permanezcamos abiertos a la magia del 11:11 y permitamos que su energía transformadora ilumine nuestro camino hacia un mayor amor, sanación y plenitud espiritual.",es,True,True,2024-02-22T11:01:24Z,2024-02-22T13:05:33Z
3yX5Ztq1qkY,['Selenite'],1,Reiki,"Pseudocientífico
",2196,2196,952,"ASMR Reiki for Negative Energy Removal (Plucking, Raking, Scratching, Hand Flutters) Reiki for Sleep","0:00 Intro 
1:27 Selenite Cleansing Body Scan
7:00 Wiping + Plucking + Flutters
14:55 Raking + Scratching
21:30 Guided Visualization for Sleep

This reiki session will help you release negative thoughts, emotions and energy so that you can open up your energetic system to allow life energy to flow through. It will take you into sleep with ocean sounds and a guided visualization as well. Hope you enjoy! Much love, Ediya 💛

*Wear Headphones*

Work with me → https://ediyasmr.com
‣ Learn shadow work, release repressed energy and work with the subconscious

Join my Patreon → https://patreon.com/ediyasmr 

Email → hello@ediyasmr.com
Instagram → https://www.instagram.com/ediyasmr/

Facebook → https://www.facebook.com/the.intuitiv...
Insight Timer → https://insighttimer.com/ediya.daulet
TikTok → https://www.tiktok.com/@ediya.daulet?...

Donations → https://www.paypal.com/cgi-bin/webscr...

DISCLAIMERS
**Medical Disclaimer: I am not a healthcare professional. This video is created for relaxation, entertainment and ASMR/tingles inducing purposes only. For more information about ASMR phenomenon please click here: 
https://en.wikipedia.org/wiki/Autonom...

This video cannot replace any medication or professional treatment. If you have any health conditions please consult your health-care provider.",en,False,False,,
Zdy-NVFpSUI,"['LAM', 'https://bit.ly/3nDtCn6']",2,Reiki,"Pseudocientífico
",891,891,1755,7 Chakras 15 Min very intense exercise daily Mantra Chanting Meditation LAM VAM RAM YAM HAM OM AUM,"7 Chakras 15 Min very intense exercise daily Mantra Chanting Meditation LAM VAM RAM YAM HAM OM AUM  (short version)

For best results complete all 7 Chakras 🙏🕉️🙏
                    

We have seven chakras, each chakra resonates with a particular sound frequency and each chakra has its own seed mantra, reciting that seed mantra in the musical note that resonates with the chakra's vibrational frequency is the most effective way to balance and open the chakra through meditation.

🕉️


We recommend the use of earphones or headphones 🎧

We regularly publish new videos for relaxation, meditation, yoga, study, stress relief, and restful sleep. Remember to subscribe to channel updates so you do not miss new videos. 👍🏽
Subscribe: https://www.youtube.com/channel/UC87-YJPkbDKyf0hWIblO4wA 🙏​​

✨

Help this channel to be the best! Just write your ideas and suggestions in the comments!  ✍🏼🤩


Music by Itai Perelman Nasich 🎧


Buy the album 7 Chakras Mantra Chanting Meditation: https://bit.ly/3eXq1xq ✨❤️ 🎧

Help support the channel: https://bit.ly/3nDtCn6 🙏

✨

You can find a guided meditation for each chakra with Mantras recited 108 times here:

🧘‍♀️
LAM Seed Mantra {muladhara}  https://youtu.be/3Lz_Hj_IQOY
VAM Chanting Meditation Mantra {Sacral} https://youtu.be/L1nl97ar7tM
RAM Chanting Meditation Mantra { Solar Plexus } https://youtu.be/XtaFDjetdCE
YAM Chanting Meditation Mantra { anahata chakra } https://youtu.be/Sd6EaE8y-o0
HAM Chanting Meditation Throat Chakra { vishuddhi } https://youtu.be/G-racnQ2yl8
OM Chanting Meditation Third Eye Chakra { Ajna } https://youtu.be/foNMH9Wg4wY
AUM Chanting Meditation Crown Chakra { Sahasrara } https://youtu.be/4Qqk-ZY2HtQ
🧘‍♀️

➤ MAKE SURE TO RING THE BELL FOR NEW VIDEO UPDATES!  🔔🔔
↤↤ ✿ ↦↦↦↦↦↤↤↤↤↤ ✿ ↦↦↦↦↦↤↤↤↤↤ ✿ ↦↦↦↦↦↤↤↤↤↤ ✿ ↦↦
ALL 7 CHAKRAS HEALING CHANTS | Chakra Seed Mantras Meditation Music
Quick 7 Chakra Cleansing | Seed Mantra Chanting Meditation | Root to Crown
15 Minutes to Unblock ALL 7 CHAKRAS • Aura Cleansing • Chakra Balancing and Healing
Chakra Meditation Balancing & Healing

#chakrameditation​​​ #Healingmusic​​ #meditationmus​ic​ #chakrahealing #LAM #VAM #RAM #YAM #HAM #OM #AUM #mantra #muladharachakra #svadisthanachakra #manipurachakra #anahatachakra #visuddhachakra #ajnachakra #sahasrarachakra #медитация #Чакра #396Hz #417Hz #528Hz #639Hz #741Hz #852Hz #963Hz #285Hz #174Hz #AntiAnxietyCleanse #cleansing #chants #seedmantra #chakrahealingmusic #chakras #7chakras
 @Cozy Cycles  #cozycycles",en,False,False,,
f2YW3YKHcoA,"['anxiety', 'Melatonin']",2,Reiki,"Pseudocientífico
",14006,14006,729,"432hz - El sonido zen tibetano cura todo el cuerpo, curación emocional, mental y espiritual #18","432hz - El sonido zen tibetano cura todo el cuerpo, curación emocional, mental y espiritual #18

Bienvenidos a una nueva transmisión en vivo de música relajante en el canal Healing Your Mind. Puedes dejar el vídeo a bajo volumen y empezar a realizar cualquier tarea como estudiar, trabajar, leer... o simplemente relajarte o dormir tranquilamente.

Si te gustó el show en vivo y quieres contenido musical más relajante no olvides darle me gusta.
#curandotumente #chakra #energía
-------------------------------------------------- ----------------
    🌿Bienvenidos a nueva música relajante en vivo en el canal Healing Your Mind
Podrás ajustar el volumen del vídeo y empezar a hacer lo que quieras como estudiar, trabajar, leer... o simplemente relajarte o dormir bien.

🎼 MISIÓN 🎵
Relajación y Meditación.
Meditaciones guiadas.
Relajaciones para dormir.
Calmar y controlar la ansiedad.
Conciliar el sueño y dormir mejor.
Para estudiar.
Sesiones de yoga, reiki, spa, masajes...
Haz las tareas.
Bienestar.

🌿 Si te encanta el programa y quieres escuchar música más relajante, no olvides darle me gusta.
🎬 Software de edición de vídeo: Adobe Premiere Pro CC.
🎬 Software de edición de vídeo: Adobe After Effects Pro CC
📷 Software de edición de fotografías: Photoshop CC
🎶 ¿Qué puedes encontrar en nuestro canal?

En nuestro canal podrás encontrar música relajante para: dormir, meditar, yoga, zen, spa, masajes, estudiar y concentrarse...

👉 Si te gusta la música de este vídeo, dale me gusta, suscríbete y compártelo con más amigos.

Muchas gracias por escuchar. ¡Disfruta de la música para relajarte, dormir, meditar y que tengas un día o una noche maravillosos!

¡No olvides suscribirte, darle me gusta y compartir mis videos si te gustan! ¡Que tenga un lindo día!
-------------------------------------------------- -----
►Todos los derechos pertenecen a sus respectivos dueños.
✔ Este video recibió una licencia especial directamente de los artistas y titulares de derechos.",es,False,False,,
6WfxK2WM02I,['asmr reiki aura'],1,Reiki,"Pseudocientífico
",1955,1955,1234,"ASMR Reiki | Energy Pulling + Cord Cutting, Negative Energy Removal, Release Emotional Attachments","Hey friends! If you have enjoyed my ""energy cleansing"" type videos in the past, you'll really like this one. I'll be pulling energy cords and using a pair of scissors to cut them. This will act as a visual representation of what is happening energetically when you choose to release resistance and attachments to people, places, things and beliefs that are draining you. 

Work with me → https://ediyasmr.com
‣ Learn shadow work, release repressed energy and work with the subconscious

Join my Patreon → https://patreon.com/ediyasmr 

Email → hello@ediyasmr.com
Instagram → https://www.instagram.com/ediyasmr/

Facebook → https://www.facebook.com/the.intuitiv...
Insight Timer → https://insighttimer.com/ediya.daulet
TikTok → https://www.tiktok.com/@ediya.daulet?...

Donations → https://www.paypal.com/cgi-bin/webscr...

DISCLAIMERS
**Medical Disclaimer: I am not a healthcare professional. This video is created for relaxation, entertainment and ASMR/tingles inducing purposes only. For more information about ASMR phenomenon please click here: 
https://en.wikipedia.org/wiki/Autonom...

This video cannot replace any medication or professional treatment. If you have any health conditions please consult your health-care provider.",en,False,False,,
iiTgqOUsF5s,['Smoke'],1,Reiki,"Pseudocientífico
",2687,2687,637,"ASMR Reiki w/ Hypnosis for Complete Deep Relaxation (Yoga Nidra, Singing Bowl, Candle Crackling)","Work with me: https://ediyasmr.com
→ Learn shadow work, release repressed energy and deepen self-awareness

Join my Patreon community: https://patreon.com/ediyasmr 

For the coconut wax candles mentioned in the video, use the discount code: EDIYASMR for 10% off at https://www.thehumanexperience-co.com thank you Melissa! 

0:00 Intro
2:47 Smoke Cleanse
6:40 Lighting a Human Experience Candle
8:37 Hypnosis + Reiki (candle cracking starts)
26:32 Singing bowl starts

If you want to support me 
https://www.paypal.com/cgi-bin/webscr...

Instagram: https://www.instagram.com/ediyasmr/
Facebook: https://www.facebook.com/the.intuitiv...
Insight Timer: https://insighttimer.com/ediya.daulet
TikTok: https://www.tiktok.com/@ediya.daulet?...
Email: hello@ediyasmr.com

DISCLAIMERS
**Medical Disclaimer: I am not a healthcare professional. This video is created for relaxation, entertainment and ASMR/tingles inducing purposes only. For more information about ASMR phenomenon please click here: 
https://en.wikipedia.org/wiki/Autonom...

This video cannot replace any medication or professional treatment. If you have any health conditions please consult your health-care provider.",en,False,False,,
ErzPHtns2bM,"['https://bit.ly/2ZhUKgV', 'sanación']",2,Reiki,"Pseudocientífico
",42896,42896,627,528 Hz - Whole Body Regeneration - Full Body Healing | Emotional & Physical Healing #1,"528 Hz - Whole Body Regeneration - Full Body Healing | Emotional & Physical Healing #1
The frequency of 528Hz helps to restore and transform our DNA, heal our DNA and increase our life energy level, help us to clear our mind, increase our awareness, create and open us to experience. deeper spiritual experience. When using this frequency with clear intention such as relaxation, meditation, concentration work, study, etc., this frequency can bring about miracles.

Solfeggio 528Hz frequency, also known as love frequency, magic tune, DNA repair frequency, transform frequency is known for its powerful transformative effect on human body as it helps to give back Human DNA is in its original, perfect state, and that is the benefit of an energy boost.
#sleepmusic #deepsleep #528Hz
🌙 Follow Helios Record for a new release every week:
➤ Spotify: https://spoti.fi/2OgiA6M
➤ SoundCloud: https://bit.ly/1V3lGKg
➤Youtube: https://bit.ly/2BQ5Y3D
➤ Instagram: https://bit.ly/2Zjztnc
➤ Facebook: https://bit.ly/2ZhUKgV

🌿 For long hours, beautiful relaxation music, piano music for meditation, piano music for stress relief, check out our Youtube playlist:
https://www.youtube.com/playlist?list...
-------------------------------------------------- -----

►All rights belong to their respective owners.
✔ This video was given a special license directly from the artists and the right holders.""
♡ 🌞 For contact and submit music: relax@wondermusic.us",en,True,True,2022-11-21T15:01:26Z,2022-11-22T04:01:02Z
qMB1ze_yssE,"['pine', 'triangle stone']",2,Reiki,"Pseudocientífico
",3409,3409,1277,"ASMR Reiki, Heart Chakra Balancing, Spiritual Energy Cleansing, Plucking Negative Energy","How about a very detailed ASMR reiki and sleep treatment? Get ready for a great night with many relaxing and sleep-inducing triggers and layered sounds! This time I tried to make the Reiki session much more effective and relaxing for you. See below for details on timestamps and video content:

00:00 Preview
00:50 Beginning of the Reiki session
01:45 Aura checking
04:53 Delta waves with triangle stone
08:38 Heart chakra balancing
12:13 Checking the chakra points
14:30 Heart chakra healing and Reiki
24:20 Face massage
25:55 Reiki and Delta waves
33:19 Healing water spray
42:00 Pine cone treatment
46:00 Brushing the negative energy away
48:07 Sleep treatment

Reiki for spiritual energy cleansing ; Our soul needs treatment because of negative energies. At this point, Reiki techniques come to our aid. I will perform this session very effectively, especially with its healing effects, hand movements, writing reiki symbols and repetitions of healing words.

Heart chakra balancing ; I will try many techniques for you in this video to heal and fix the heart chakra. The characteristic of the heart chakra is that it symbolizes love, self-confidence and passion within us. That's why I think this point is very important for us to improve ourselves, especially about love.

Little pretty pine cones ; I wanted to use them to have a visual trigger in this video. Especially when I shake them in my palm, the sounds were very calming.

Water spraying ; With some special mixtures, I sprayed healing waters to completely clear the negative energies in your body. Especially to the chakra points!

ASMR for sleep ; After so many reiki techniques and bad energy cleansing, your soul will definitely need a restful sleep treatment. That's why I prepared the last part of the video as a sleep session for you.

Instagram: https://www.instagram.com/tabuhanasmr/
Patreon (To support me): https://www.patreon.com/tabuhan

#asmr #reiki #sleep",en,False,False,,
51Kjn6exDro,"['insomnia', 'Smoke', 'hypnosis']",3,Reiki,"Pseudocientífico
",1793,1793,498,"ASMR Reiki for Sleep 🌛Body Scan & Hypnosis to Fall Asleep Fast (Hand Movements, Finger Flutters)","0:00 Intro
1:20 Smoke Cleanse
4:00 Drawing Reiki Symbol 
5:35 Body Scan + Hypnotic Suggestions
23:39 Sleep Countdown

Work with me → https://ediyasmr.com
‣ Learn shadow work, release repressed energy and work with the subconscious

Join my Patreon → https://patreon.com/ediyasmr 

Email → hello@ediyasmr.com
Instagram → https://www.instagram.com/ediyasmr/

Facebook → https://www.facebook.com/the.intuitiv...
Insight Timer → https://insighttimer.com/ediya.daulet
TikTok → https://www.tiktok.com/@ediya.daulet?...

Donations → https://www.paypal.com/cgi-bin/webscr...

DISCLAIMERS
**Medical Disclaimer: I am not a healthcare professional. This video is created for relaxation, entertainment and ASMR/tingles inducing purposes only. For more information about ASMR phenomenon please click here: 
https://en.wikipedia.org/wiki/Autonom...

This video cannot replace any medication or professional treatment. If you have any health conditions please consult your health-care provider.",en,False,False,,
A6kkZmv_x7U,[],0,Reiki,"Pseudocientífico
",1763,1763,905,"ASMR Reiki for Sleep (Singing Bowl, Tarot Reading, Body Scan, Hand Movements, Energy Plucking)","In this video, we explore a reiki session with a variety of different sounds and spiritual elements. Hope you enjoy! Much love, Ediya ❤️

Work with me → https://ediyasmr.com
‣ Learn shadow work, release repressed energy and work with the subconscious

Join my Patreon → https://patreon.com/ediyasmr 

Email → hello@ediyasmr.com
Instagram → https://www.instagram.com/ediyasmr/

Facebook → https://www.facebook.com/the.intuitiv...
Insight Timer → https://insighttimer.com/ediya.daulet
TikTok → https://www.tiktok.com/@ediya.daulet?...

Donations → https://www.paypal.com/cgi-bin/webscr...

DISCLAIMERS
**Medical Disclaimer: I am not a healthcare professional. This video is created for relaxation, entertainment and ASMR/tingles inducing purposes only. For more information about ASMR phenomenon please click here: 
https://en.wikipedia.org/wiki/Autonom...

This video cannot replace any medication or professional treatment. If you have any health conditions please consult your health-care provider.",en,False,False,,
sHbaPiN9QX4,"['damages', 'tingles', 'Anxiety']",3,Reiki,"Pseudocientífico
",2255,2255,1870,Reiki ASMR Healing Session -  Reiki Master Energy Healer Calming Anxiety Relief Sleep - CC Subtitles,"► Neil's Reiki Website https://www.neilcoopers.com 

► FREE Reiki 1 & 2 + Violet Flame YouTube Video Courses + Attunements Certification Manuals Playlist ►► https://www.youtube.com/watch?v=fzBubEovDXI&list=PLAba0fUtTs56ksDB9VfaJscTnzBmODijW  

Social Media 
► Instagram @neil_cooper_reiki https://www.instagram.com/neil_cooper_reiki/@neil_cooper_reiki   

► Facebook Reiki https://www.facebook.com/neilcooper.reiki

Neil's Teachings Magazine & YouTube Channel 
► Website: https://www.mark-neil.com/ 
► YouTube: https://www.youtube.com/@neilcoops 

My Online Magazine
► Spirit Earth Online Magazine https://www.spiritearthmag.mark-neil.com

Disclaimer & Hold Harmless
The videos and healing courses are created for relaxation and entertainment. By engaging with them, you agree to hold Neil Cooper harmless. This means you won't hold him liable for any harm, loss, or damage you or others might experience from watching or sharing content from his YouTube channel. If you take his Reiki or Violet Flame courses, you do so at your own liability and risk, and you're subject to the previously mentioned Terms & Conditions https://neil.mark-neil.com/terms-conditions/

Important Medical Disclaimer
It's crucial to understand that none of the treatments or information provided on Neil Cooper's website, training lessons, or manuals are a substitute for professional medical diagnosis, treatment, or care from your GP. He doesn't diagnose conditions, prescribe medication, or interfere with a GP's treatment.

If you are currently on medication, do not stop taking it without your GP's advice. For any concerns about your medical condition, always speak with your GP first. Neil Cooper does not accept responsibility if you self-treat using information from his website or training manuals, nor does he take responsibility for any loss or damages resulting from the use or misuse of any information in his Reiki course, including audio, videos, recommendations, and manuals.",en,False,False,,
-8yeD_Zx1B8,['Smoke'],1,Reiki,"Pseudocientífico
",3249,3249,579,"ASMR Reiki | Energy Healing for Confidence (Affirmations, Crystal Healing,  Hand Movements)","0:00 Intro
1:48 Smoke Cleanse + Breathwork + Body Scan
9:17 Crystals (Tigers Eye, Citrine, Clear Quartz)
15:57 Reiki Symbols + Reiki Transmission + Light Visualization
21:55 Hand Movements + Affirmations
22:56 “I am” Affirmations

Work with me → https://ediyasmr.com
‣ Learn shadow work, release repressed energy and work with the subconscious

Join my Patreon → https://patreon.com/ediyasmr 

Email → hello@ediyasmr.com
Instagram → https://www.instagram.com/ediyasmr/

Facebook → https://www.facebook.com/the.intuitiv...
Insight Timer → https://insighttimer.com/ediya.daulet
TikTok → https://www.tiktok.com/@ediya.daulet?...

Donations → https://www.paypal.com/cgi-bin/webscr...

DISCLAIMERS
**Medical Disclaimer: I am not a healthcare professional. This video is created for relaxation, entertainment and ASMR/tingles inducing purposes only. For more information about ASMR phenomenon please click here: 
https://en.wikipedia.org/wiki/Autonom...

This video cannot replace any medication or professional treatment. If you have any health conditions please consult your health-care provider.",en,False,False,,
ug4eBbMsftk,"['06:53', 'anxiety']",2,Reiki,"Pseudocientífico
",3287,3287,954,ASMR Tweezing Your Negative Energy Away [Reiki & Layered Sounds],"Welcome to this special ASMR reiki and spiritual cleansing video. Have you had negative energy cleansing session with tweezers before? I am sure this will be a very interesting and relaxing experience for you. Let's take a look at the details:

00:00 Preview
00:46 Beginning of the session
03:11 Healing water therapy
06:53 Healing herb therapy
10:30 Energy pulling with tweezers
25:57 Reiki symbols & Hand movements
30:40 Energy cleansing with tweezers
47:20 Sleep therapy

First of all, I will start the session by cleaning your face with healing water. I have to do this to increase the effectiveness of my techniques. Then I will use special leafy branches to dry your face. And so you will be fully prepared for this special negative energy clearing session.

You will hear some sounds when I start pulling the bad energies from your face with tweezers. Cause I added some of these as ASMR trigger sounds, which we call layered sounds. This will be an important detail that will make you much more comfortable and prepare you for sleep in a short time.

In the middle of the session, I will try relaxing hand movements and writing some reiki symbols to take a break. Thus, we will not tire your mind too much.

In the last part, I will turn off the light above and give you a very special sleep therapy. And I am sure you will fall asleep easily with your cleared and refreshed mind.

https://www.instagram.com/tabuhanasmr/

#asmr #energycleansing #sleep",en,False,False,,
-uvqkcxRH34,"['insomnia', 'SOUL', 'depression', 'COME', 'migraine', 'GOD', 'anxiety disorders']",7,Reiki,"Pseudocientífico
",42896,42896,799,"FRECUENCIA DE DIOS 963 Hz | ATRAER MILAGROS, BENDICIONES Y GRAN TRANQUILIDAD EN TODA TU VIDA #6","FRECUENCIA DE DIOS 963 Hz | ATRAER MILAGROS, BENDICIONES Y GRAN TRANQUILIDAD EN TODA TU VIDA #6

Este canal se trata de curar su mente, alma, cuerpo, trastornos de ansiedad, problema del sueño, depresión, insomnio, enfoque, migraña, estrés, agricultura y muchos más. Si desea encontrar los secretos del universo, piense en términos de energía, frecuencia y vibración. Del mismo modo, en este canal estamos aquí para ayudarlo con energía positiva, curación de frecuencias y vibra a través de la ayuda de la música. En nuestra música generalmente usamos ritmos binaurales, tonos isocrónicos, afirmaciones subliminales y biokinesis para inspirar a las personas al despertar de la vida, el iluminación y mucho más. (Lucid Dreaming Music) también incluye música para dormir, música de relajación, música de meditación, música tibetana, música para tazón, música chamánica, música curativa, música de estudio, música de reiki, música zen, música de spa/masaje y música de yoga.

Recuerde suscribirse si desea mostrarle amor y apoyarnos. Creemos que Chan encuentra una gran cantidad de valor aquí 🙏💖

Todos los videos y audios son originales exclusivos de Lucid Dreaming Music

(Cualquier reproducción de este audio y video está estrictamente prohibida).

-------------------------------------------------- -----------------------------------

📧 Para contactar y enviar música: piano@heliosrecord.com",es,True,True,2024-01-16T11:00:04Z,2024-01-17T01:59:42Z
P4GgyYzElHs,[],0,Reiki,"Pseudocientífico
",4272,4272,631,asmr affirmations ✨ for manifesting while you sleep ✨ w/reiki hand movements & soundscape,"The first 100 people to download Endel by clicking the link or scanning the QR code will get a free week of audio experiences! https://bit.ly/ediyasmr

0:00 sponsored message
2:22 hypnotic body scan 
7:34 ""you are"" affirmations 
10:32 ""i am"" affirmations

☯︎ work with me: https://ediyasmr.com 
☺︎ support my work:  https://www.patreon.com/ediyasmr

💌 contact me:
instagram: https://www.instagram.com/ediyasmr
tiktok: https://www.tiktok.com/@ediyasmr
email: hello@ediyasmr.com (for business inquiries only)

💌 faq:
what are you wearing? probably Indigo Luna. get 10% off by using the link https://indigoluna.store/?ref=hyujccli 
what deck are you using?
ethereal alchemy tarot & divine initiation oracle: https://valchemyart.com/?ref=scsbvtns
four noble tarot: use EDIYA20 for 20% off: https://francesnaude.com/shop/p/four-noble-tarot-cards-guidebook

DISCLAIMERS
**Medical Disclaimer: I am not a healthcare professional. This video is created for relaxation, entertainment and ASMR/tingles inducing purposes only. For more information about ASMR phenomenon please click here: 
https://en.wikipedia.org/wiki/Autonom...

This video cannot replace any medication or professional treatment. If you have any health conditions please consult your health-care provider.",en,True,True,2023-09-07T21:00:09Z,2023-09-07T22:13:17Z
_SMUi7gziDg,['insomnia'],1,Reiki,"Pseudocientífico
",839,839,1780,ASMR | Nona Delia te hace Reiki a distancia para ayudarte en momentos difíciles - SUBTITULOS,"link to Nona Delia's newest video:
https://youtu.be/Fj0ST57YiL0

Buenas noches a todos!!!!!!! 
Este video no necesita mucha descripción. volvió nuestra nonita a pedido del público y a nuestro parecer, hizo uno de los videos más hermosos del canal. 
Que opinas???? 
.
.
.
 Los queremos escuchar! comenten abajo que leemos todo!!!

INDAH",es,False,False,,
fomWX1pnHmo,[],0,Reiki,"Pseudocientífico
",40,40,2558,पैसे की जब तुरंत जरूरत हो Angel Number For URGENT MONEY।#youtubeshortvideos#youtubevirals#shorts,"Angel Number For URGENT MONEY।धन की जब तुरंत जरूरत हो#youtubeshortvideos#youtubevirals#money#shorts
In this video i gave method if u want money urgent.if u need loan urgently.if u need 50,000 loan urgently. urgent personal loan required?
i gave solution for all problems.

Hi friends,
We 'SHALINI VARMA & ANUJJ KUMAR MAHTO' 
Certified Reiki Healer Couple
(""Usui/ Holy Fire ® III Reiki Master Teacher"" - Certified By 'International Centre for Reiki Training') welcomes you all to my YouTube Channel 'Lotus Reiki & Spiritual Healer'

COURSES AVAILABLE (Online/ Offline): -
1. USUI/ TIBETAN REIKI Course:- (Study Materials in English & Hindi)
2. KARUNA REIKI Master Course:- (Study Materials in English & Hindi) 
3. USUI/ HOLY FIRE® III REIKI:- Level 1 - 2 & Masters (Study Materials in English)
4. Holy Fire® III Karuna Reiki® Master Course (Study Materials in English)
5. ANGEL Healing Course (Study Materials in English)
6. BACH FLOWER REMEDY Course (Study Materials in English & Hindi Available)
7. SWITCHWORD & ANGELIC HEALING NUMBER Course (Study Materials in English)
8. CRYSTAL THERAPY Course (Study Materials in English)
9. SIGIL Course (Study Materials in English)
10. MONEY Reiki Course (Study Materials in English)
11. SACRED GREEN MONEY CIRCLE Reiki Course (Study Materials in English)
12. SOULMATE Reiki Course (Study Materials in English)

{Call for Course Related Queries only}
Message on WhatsApp Only @ 7000808192
Call Timings: 10:00 Am - 6:00 Pm

Queries solved in this video?
1.need personal loan urgently
2.i need some cash urgently
3.i want some money urgently in interest
4.cash required urgently
5.angel number for urgent money
6.instant loan urgent

http://facebook.com/lotusreiki
 
#lotusreikiandspiritualhealer
#reiki
#onlinereikiinindia 
#holyfirereikiinindia
#reikicourse",en,False,False,,
DkLn5RoypG0,"['Patreon - https://patreon.com/chilibasmr', 'carbon']",2,Reiki,"Pseudocientífico
",1840,1840,495,[ASMR] Relaxing Reiki Session for Uplifting Energy on @ali.asmr.sleep. (roleplay),"It was so nice getting to meet Ali recently during a trip to her area. She was such a lovely person and I adored getting to give her this restful and rejuvenating reiki roleplay session. She also filmed a video on me, go watch it! https://youtu.be/ezyT2lFU7iM?si=iRqH7oA9hqWZOCqp Click more for a fun fact about us! 

Fun Fact #48 — We spent over 15 hours on an airplane this weekend 🫠sorry carbon footprint but at least we splurged and got the cheese plate  

____________~~~~~____________~~~~~____________~~~~~____________
Get in touch! 
Business inquiries: chilib@algebramedia.com
Personal inquiries - chilibasmr@gmail.com

Ways to support the channel —
Patreon - https://patreon.com/chilibasmr

Brand links we love (and affiliate for): 
What we sleep with: Manta Mask - https://bit.ly/3B8HivZ

Want to start your own channel? Here's the equipment we use:
Microphone - https://amzn.to/2Vu8WnZ
Point and shoot camera - https://amzn.to/3zmF2BB
i-phone (camera) - https://amzn.to/3mRcATs
Lights - https://amzn.to/3FSEhTw
I-phone tripod - https://amzn.to/3qIjEmr
Camera tripod - https://amzn.to/3JBv0S2

*Disclaimer: We are not professional doctors, security or any other role we play in these videos. This video is for relaxation purposes only. Do not take any medical advice from this content.",en,False,False,,
